avg_daily_traffic,spans_units,structure_length[ft],age,deck_area[ft2],mile_point,latitude,longitud,approach_span_units,approach_width[ft],skew_angle[o],nav_vert_clearance,nav_horiz_clearance,route_horiz_clearance,lengt_max_span[ft],left_curb_width[ft],right_curb_width[ft],roadway_curb_curb_width,min_vert_clearance_over,min_vert_underclearance,min_right_underclearance,min_left_underclearance,min_clearance_lift_brige,operating_rating[us-tons],inventory_rating[us-tons],detour_dist,avg_daily_truck_traffic,avg_daily_future_traffic,length_improvement,improvement_cost,road_improvement_cost,total_project_cost,avg_daily_truck_traffic[computed],avg_rel_humidity,avg_temperature,max_temperature,mean_wind_speed,min_temperature,days_measurable_precipitation,days_temp_below_0C,wind_direction,time_wetness,total_precipitation,inspection_month,inspection_year,historical_code,condition_rate,structural_appraisal,approach_alignment_appraisal,operating_rating_code,inventory_rating_code,condition_code
600.0,2,22.0,41,439.9,2.0,34.03864,-83.52626,0,20.0,30,0.0,0.0,26.6,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,6.2,1,900,0.0,86.0,9.0,129.0,6.0,77.0,16.4,36.6,0.0,-5.6,111,43,157.92,4521.0,1263.46,9,2018,5,Good,7,5,0,0,7
600.0,3,29.9,59,597.5,1.0,31.51339,-84.51157,0,20.0,15,0.0,0.0,29.9,8.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,5.0,1,900,0.0,117.0,12.0,176.0,6.0,76.0,19.2,37.6,2.0,-3.8,121,13,173.91,4163.0,1241.28,1,2019,5,Good,6,8,1,1,7
13980.0,2,24.0,44,1508.7,0.0,33.88598,-83.58857,0,63.0,37,0.0,0.0,41.7,11.2,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,110.1,110.1,3.7,1,20970,0.0,145.0,14.0,217.0,140.0,77.0,16.4,36.6,0.0,-5.6,111,43,157.92,4521.0,1263.46,8,2017,5,Good,7,8,0,0,7
490.0,2,21.0,33,440.9,1.0,33.96836,-83.55515,0,21.0,0,0.0,0.0,30.2,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,91.9,54.9,1.9,1,735,0.0,82.0,8.0,123.0,5.0,77.0,16.4,36.6,0.0,-5.6,111,43,157.92,4521.0,1263.46,3,2017,5,Good,7,7,1,1,7
500.0,5,109.9,56,3317.4,6.0,32.00231,-84.32786,0,20.0,0,0.0,0.0,23.6,22.0,2.3,2.3,24.0,99.98999786,0.0,0.0,0.0,0.0,34.9,20.9,6.2,1,750,1430.1,430.0,43.0,645.0,5.0,76.0,18.6,38.5,2.0,-4.7,129,20,175.4,4202.0,1137.8,2,2019,5,Fair,5,7,1,1,6
1270.0,2,107.9,104,2266.4,5.0,32.37914,-84.18431,0,20.0,0,0.0,0.0,18.7,54.1,0.0,0.0,19.0,99.98999786,0.0,0.0,0.0,0.0,45.0,26.9,8.1,1,1905,1428.1,422.0,42.0,633.0,13.0,77.0,17.9,37.9,1.0,-5.1,121,25,171.99,4528.0,1072.98,12,2018,2,Fair,5,5,0,0,5
1880.0,2,21.0,84,585.6,9.0,32.96726,-83.9558,0,27.9,0,0.0,0.0,31.8,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,62.9,37.9,8.7,1,2820,0.0,82.0,8.0,123.0,19.0,76.0,17.8,38.7,0.0,-5.1,111,27,154.12,4512.0,1039.26,9,2018,5,Good,7,7,1,1,7
14080.0,6,396.0,46,17409.3,22.0,33.88149,-83.59167,0,30.8,0,0.0,0.0,40.7,65.9,0.7,0.7,40.7,99.98999786,0.0,0.0,0.0,0.0,75.9,46.0,1.2,1,21120,0.0,1547.0,155.0,2321.0,141.0,77.0,16.4,36.6,0.0,-5.6,111,43,157.92,4521.0,1263.46,8,2017,5,Good,7,8,1,1,7
1880.0,2,91.9,85,2441.3,11.0,32.99416,-83.94596,0,27.9,0,0.0,0.0,23.6,45.9,0.7,0.7,24.0,99.98999786,0.0,0.0,0.0,0.0,32.0,20.0,6.8,1,2820,1412.1,359.0,36.0,539.0,19.0,76.0,17.8,38.7,0.0,-5.1,111,27,154.12,4512.0,1039.26,9,2018,5,Fair,5,6,2,2,6
140.0,9,180.1,26,4845.7,3.0,31.87851,-84.37601,0,18.0,0,0.0,0.0,24.0,20.0,0.0,0.0,24.3,99.98999786,0.0,0.0,0.0,0.0,53.9,32.0,6.8,1,210,0.0,0.0,0.0,0.0,1.0,76.0,18.6,38.5,2.0,-4.7,129,20,175.4,4202.0,1137.8,3,2017,5,Good,7,7,1,1,7
600.0,5,180.1,59,5377.5,2.0,34.42686,-83.369,0,21.0,20,0.0,0.0,23.6,36.1,2.0,2.0,24.0,99.98999786,0.0,0.0,0.0,0.0,28.0,17.0,5.0,1,900,0.0,703.0,70.0,1055.0,6.0,78.0,15.8,36.6,0.0,-5.0,115,52,145.32,4607.0,1283.64,9,2018,5,Good,4,8,1,1,7
14080.0,4,410.1,8,16145.8,22.0,33.88143,-83.59241,0,29.9,30,0.0,0.0,35.8,109.9,0.0,0.0,36.1,99.98999786,0.0,0.0,0.0,0.0,67.9,39.9,1.2,1,21120,492.1,36408.0,3641.0,54612.0,141.0,77.0,16.4,36.6,0.0,-5.6,111,43,157.92,4521.0,1263.46,8,2017,1,Good,7,8,1,1,7
600.0,3,33.1,40,663.2,2.0,34.02607,-83.5337,0,20.0,15,0.0,0.0,37.7,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,6.2,1,900,0.0,129.0,13.0,193.0,6.0,77.0,16.4,36.6,0.0,-5.6,111,43,157.92,4521.0,1263.46,9,2018,5,Good,7,6,0,0,7
41240.0,3,150.9,59,6783.4,153.0,34.28189,-83.42912,0,37.1,28,0.0,0.0,41.7,61.0,0.0,0.0,41.7,99.98999786,16.0,12.1,0.0,0.0,35.9,21.9,1.2,1,61860,0.0,590.0,59.0,885.0,412.0,78.0,15.8,36.6,0.0,-5.0,115,52,145.32,4607.0,1283.64,10,2017,5,Fair,5,8,1,1,5
3230.0,3,27.9,38,558.1,1.0,34.55808,-83.31519,0,20.0,0,0.0,0.0,30.8,8.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,1.2,1,4845,0.0,109.0,11.0,164.0,32.0,78.0,15.8,36.6,0.0,-5.0,115,52,145.32,4607.0,1283.64,2,2019,5,Good,7,8,0,0,7
180.0,3,32.2,72,643.5,5.0,32.23846,-84.24007,0,20.0,0,0.0,0.0,31.8,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,11.8,1,270,0.0,0.0,0.0,0.0,2.0,76.0,18.6,38.5,2.0,-4.7,129,20,175.4,4202.0,1137.8,3,2017,5,Good,6,8,0,0,7
104.0,2,63.0,21,1591.3,1.0,33.2371,-83.85107,0,18.0,16,0.0,0.0,24.0,46.9,0.0,0.0,24.0,99.98999786,0.0,0.0,0.0,0.0,44.0,25.9,5.0,1,156,0.0,246.0,25.0,369.0,1.0,76.0,17.8,38.7,0.0,-5.1,111,27,154.12,4512.0,1039.26,5,2018,5,Good,6,7,1,1,7
450.0,3,32.2,47,706.8,5.0,31.68124,-84.45141,0,22.0,0,0.0,0.0,33.8,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,66.9,39.9,3.7,1,675,0.0,0.0,0.0,0.0,5.0,76.0,19.2,37.6,2.0,-3.8,121,13,173.91,4163.0,1241.28,3,2017,5,Fair,6,8,1,1,6
310.0,3,28.9,21,634.6,6.0,34.13517,-83.49001,0,22.0,0,0.0,0.0,34.4,7.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,3.7,1,465,0.0,113.0,11.0,170.0,3.0,77.0,16.4,36.6,0.0,-5.6,111,43,157.92,4521.0,1263.46,9,2018,5,Good,6,6,0,0,7
1770.0,3,150.9,59,6783.4,153.0,34.28197,-83.42991,0,36.1,30,0.0,0.0,42.0,61.0,0.0,0.0,42.0,99.98999786,15.8,10.2,0.0,0.0,36.9,21.9,1.2,1,2655,0.0,590.0,59.0,885.0,18.0,78.0,15.8,36.6,0.0,-5.0,115,52,145.32,4607.0,1283.64,10,2017,5,Fair,5,8,1,1,6
1520.0,4,131.9,59,3937.6,2.0,34.45187,-83.36001,0,26.9,25,0.0,0.0,23.6,33.1,2.0,2.0,24.0,99.98999786,0.0,0.0,0.0,0.0,37.9,22.9,8.7,1,2280,0.0,516.0,52.0,774.0,15.0,78.0,15.8,36.6,0.0,-5.0,115,52,145.32,4607.0,1283.64,9,2018,5,Good,5,6,2,2,7
2430.0,2,24.0,68,667.9,16.0,33.07635,-83.91544,0,27.9,30,0.0,0.0,32.2,12.1,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,52.9,32.0,11.8,1,3645,0.0,94.0,9.0,141.0,24.0,76.0,17.8,38.7,0.0,-5.1,111,27,154.12,4512.0,1039.26,9,2018,5,Fair,6,6,1,1,6
300.0,7,363.8,55,10982.2,6.965,34.64771,-83.27953,0,24.0,0,0.0,0.0,26.2,51.8,0.0,0.0,26.2,99.98999786,0.0,0.0,0.0,0.0,53.6,32.5,1.9,4,438,363.8,0.0,0.0,0.0,12.0,78.0,15.8,36.6,0.0,-5.0,115,52,145.32,4607.0,1283.64,4,2017,4,Good,7,8,8,8,7
600.0,3,32.2,54,643.5,2.0,32.76746,-84.03738,0,20.0,0,0.0,0.0,29.9,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,5.0,1,900,0.0,125.0,13.0,188.0,6.0,76.0,17.8,38.7,0.0,-5.1,111,27,154.12,4512.0,1039.26,10,2018,5,Good,6,5,0,0,7
420.0,5,417.0,24,17238.0,19.0,32.37797,-84.18846,0,22.0,21,0.0,0.0,37.7,120.1,0.0,0.0,38.1,99.98999786,25.3,7.9,0.0,0.0,76.9,20.0,1.2,29,630,0.0,1629.0,163.0,2444.0,122.0,77.0,17.9,37.9,1.0,-5.1,121,25,171.99,4528.0,1072.98,12,2018,5,Good,5,5,1,1,7
470.0,2,81.0,34,1435.7,0.0,32.37803,-84.18865,0,15.1,0,0.0,0.0,14.8,41.0,0.0,0.0,14.8,99.98999786,0.0,0.0,0.0,0.0,20.9,15.0,1.2,1,705,5360.9,230.0,23.0,345.0,5.0,77.0,17.9,37.9,1.0,-5.1,121,25,171.99,4528.0,1072.98,12,2018,5,Fair,4,2,2,2,5
920.0,3,60.0,84,1713.7,2.0,31.77392,-84.41862,0,27.9,0,0.0,0.0,26.9,20.0,0.0,0.0,27.2,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,9.9,17,1380,271.0,57.0,39.0,125.0,156.0,76.0,18.6,38.5,2.0,-4.7,129,20,175.4,4202.0,1137.8,3,2017,5,Good,6,8,1,1,7
40.0,3,23.0,26,414.4,4.0,31.43238,-84.54642,0,18.0,0,0.0,0.0,17.7,6.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,11.8,1,60,0.0,90.0,9.0,135.0,0.0,76.0,19.2,37.6,2.0,-3.8,121,13,173.91,4163.0,1241.28,1,2019,5,Good,6,8,0,0,7
600.0,7,250.0,20,8202.1,0.0,34.14619,-83.48777,0,24.0,0,0.0,0.0,29.9,40.0,0.0,0.0,29.9,99.98999786,0.0,0.0,0.0,0.0,58.0,35.9,6.2,1,900,0.0,977.0,98.0,1465.0,6.0,77.0,16.4,36.6,0.0,-5.6,111,43,157.92,4521.0,1263.46,9,2018,5,Good,8,6,2,2,8
104.0,1,40.0,72,538.4,2.0,33.34612,-83.81074,0,16.1,0,0.0,0.0,11.8,40.0,0.0,0.0,12.1,99.98999786,0.0,0.0,0.0,0.0,11.9,7.9,6.2,1,156,1399.9,114.0,11.0,170.0,1.0,76.0,17.2,37.8,0.0,-5.3,107,36,159.51,4474.0,1115.61,10,2017,5,Fair,2,6,2,2,5
60.0,3,23.0,25,278.8,0.0,33.99389,-83.55039,0,12.1,0,0.0,0.0,22.0,5.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,110.1,110.1,6.2,1,90,0.0,90.0,9.0,135.0,1.0,77.0,16.4,36.6,0.0,-5.6,111,43,157.92,4521.0,1263.46,3,2017,5,Fair,5,7,0,0,5
60.0,1,29.9,64,421.2,0.0,33.99251,-83.55128,0,18.0,0,0.0,0.0,11.8,29.9,0.0,0.0,11.8,99.98999786,0.0,0.0,0.0,0.0,58.0,34.9,3.1,1,90,5310.0,85.0,9.0,128.0,1.0,77.0,16.4,36.6,0.0,-5.6,111,43,157.92,4521.0,1263.46,3,2017,5,Fair,6,5,1,1,6
460.0,3,790.0,23,32658.5,4.0,31.90084,-84.37209,12,24.0,0,0.0,0.0,39.4,120.1,0.0,0.0,39.7,99.98999786,0.0,0.0,0.0,0.0,63.9,31.0,9.9,1,690,0.0,0.0,0.0,0.0,5.0,76.0,18.6,38.5,2.0,-4.7,129,20,175.4,4202.0,1137.8,3,2017,5,Good,7,8,1,1,7
270.0,3,200.1,86,4858.8,0.0,34.91937,-83.16867,0,22.0,0,0.0,0.0,21.7,80.1,0.7,0.7,21.7,99.98999786,0.0,0.0,0.0,0.0,34.0,19.0,37.9,1,405,411.1,781.0,78.0,1172.0,3.0,78.0,13.7,33.6,0.0,-6.1,141,74,151.58,4453.0,1501.58,6,2018,5,Fair,5,7,2,2,5
31560.0,3,33.1,58,2652.7,100.0,33.61066,-83.70683,0,80.1,15,0.0,0.0,49.9,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,110.1,110.1,1.2,1,47340,0.0,199.0,20.0,299.0,316.0,76.0,17.2,37.8,0.0,-5.3,107,36,159.51,4474.0,1115.61,2,2019,5,Fair,6,8,0,0,6
2150.0,3,32.2,93,1054.9,15.0,33.6069,-83.70896,0,24.0,0,0.0,0.0,29.9,9.8,0.0,0.0,29.9,99.98999786,0.0,0.0,0.0,0.0,65.9,39.9,1.2,6,3225,1352.0,125.0,13.0,188.0,129.0,76.0,17.2,37.8,0.0,-5.3,107,36,159.51,4474.0,1115.61,1,2019,5,Good,7,6,1,1,7
490.0,3,35.1,31,702.6,1.0,33.72845,-83.66032,0,20.0,35,0.0,0.0,27.9,11.2,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,6.2,1,735,0.0,137.0,14.0,205.0,5.0,76.0,17.2,37.8,0.0,-5.3,107,36,159.51,4474.0,1115.61,7,2017,5,Good,7,8,0,0,7
490.0,1,36.1,8,864.3,2.0,33.64082,-83.69565,0,24.0,99,0.0,0.0,35.8,36.1,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,110.1,110.1,1.2,12,735,43.0,3197.0,320.0,4795.0,59.0,76.0,17.2,37.8,0.0,-5.3,107,36,159.51,4474.0,1115.61,7,2017,5,Good,8,8,0,0,8
160.0,4,80.1,49,2022.3,1.0,31.85988,-84.39009,0,18.0,0,0.0,0.0,23.0,20.0,0.7,0.7,23.3,99.98999786,0.0,0.0,0.0,0.0,49.9,30.0,6.2,10,240,0.0,0.0,0.0,0.0,16.0,76.0,18.6,38.5,2.0,-4.7,129,20,175.4,4202.0,1137.8,3,2017,5,Good,6,7,1,1,7
2350.0,3,29.9,64,832.6,4.0,33.36711,-83.8056,0,27.9,15,0.0,0.0,34.8,8.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,34.0,20.0,6.2,7,3525,0.0,117.0,12.0,176.0,165.0,76.0,17.2,37.8,0.0,-5.3,107,36,159.51,4474.0,1115.61,10,2017,5,Good,5,8,1,1,7
2210.0,3,28.9,85,805.1,2.0,32.68663,-84.07376,0,27.9,0,0.0,0.0,32.8,8.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,36.0,14,3315,240.2,113.0,11.0,170.0,309.0,77.0,17.9,37.9,1.0,-5.1,121,25,171.99,4528.0,1072.98,10,2018,5,Good,6,7,0,0,7
15330.0,3,191.9,48,15049.5,3.0,34.57717,-83.31462,0,64.0,7,0.0,0.0,35.8,64.0,4.9,4.9,64.0,99.98999786,39.6,19.7,20.3,0.0,45.0,26.9,3.1,1,22995,0.0,1364.0,136.0,2046.0,153.0,78.0,15.8,36.6,0.0,-5.0,115,52,145.32,4607.0,1283.64,2,2019,5,Good,6,8,1,1,7
600.0,2,21.0,38,420.2,0.0,34.18017,-83.47838,0,20.0,0,0.0,0.0,30.8,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,3.7,1,900,0.0,82.0,8.0,123.0,6.0,77.0,16.4,36.6,0.0,-5.6,111,43,157.92,4521.0,1263.46,9,2018,5,Fair,6,6,0,0,6
350.0,2,21.0,53,461.6,1.0,32.67228,-84.08014,0,22.0,0,0.0,0.0,34.8,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,11.8,1,525,0.0,82.0,8.0,123.0,4.0,77.0,17.9,37.9,1.0,-5.1,121,25,171.99,4528.0,1072.98,10,2018,5,Good,6,4,0,0,7
1000.0,3,165.0,5,6442.9,15.0,34.61946,-83.29769,0,24.0,0,0.0,0.0,27.9,85.0,0.0,0.0,36.1,99.98999786,0.0,0.0,0.0,0.0,81.9,47.0,8.1,4,1400,198.2,14652.0,1465.0,21978.0,40.0,78.0,15.8,36.6,0.0,-5.0,115,52,145.32,4607.0,1283.64,2,2019,5,Good,7,7,1,1,7
600.0,3,25.9,28,518.7,0.0,32.68217,-84.07698,0,20.0,0,0.0,0.0,31.8,6.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,1.2,1,900,0.0,102.0,10.0,152.0,6.0,77.0,17.9,37.9,1.0,-5.1,121,25,171.99,4528.0,1072.98,10,2018,5,Good,6,6,0,0,7
3290.0,5,56.1,37,3368.3,2.0,31.09088,-84.67847,0,60.0,0,0.0,0.0,47.9,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,66.9,39.9,16.8,15,4935,0.0,338.0,34.0,507.0,494.0,79.0,19.4,36.5,1.0,-2.9,127,10,172.44,4738.0,1381.25,3,2018,5,Good,7,8,1,1,7
490.0,5,165.0,65,4872.8,3.0,34.26294,-83.44671,0,20.0,0,0.0,0.0,23.3,33.1,2.0,2.0,23.6,99.98999786,0.0,0.0,0.0,0.0,18.0,9.9,5.0,1,735,376.0,645.0,64.0,967.0,5.0,78.0,15.1,36.1,0.0,-5.9,115,59,157.05,4627.0,1252.83,9,2017,5,Good,2,6,1,1,7
600.0,2,21.0,49,440.9,1.0,34.16582,-83.48674,0,21.0,0,0.0,0.0,33.5,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,3.7,1,900,0.0,82.0,8.0,123.0,6.0,77.0,16.4,36.6,0.0,-5.6,111,43,157.92,4521.0,1263.46,9,2018,5,Fair,6,5,0,0,6
68290.0,3,171.9,33,25606.9,186.999,33.04285,-83.93795,0,141.1,0,0.0,0.0,72.5,95.1,0.0,0.0,143.4,99.98999786,16.4,12.5,0.0,0.0,48.0,29.0,1.2,1,102435,0.0,1772.0,177.0,2658.0,683.0,76.0,17.8,38.7,0.0,-5.1,111,27,154.12,4512.0,1039.26,9,2018,5,Good,6,8,1,1,7
1510.0,3,179.1,13,7405.1,3.0,32.19849,-84.26557,0,34.1,0,0.0,0.0,37.7,63.0,0.0,0.0,38.1,99.98999786,25.5,19.0,0.0,0.0,34.9,20.9,1.2,1,2265,0.0,0.0,0.0,0.0,15.0,76.0,18.6,38.5,2.0,-4.7,129,20,175.4,4202.0,1137.8,3,2017,5,Good,5,7,1,1,7
1510.0,3,179.1,13,7405.1,3.0,32.1985,-84.26582,0,34.1,0,0.0,0.0,37.7,63.0,0.0,0.0,38.1,99.98999786,23.6,18.0,0.0,0.0,34.9,20.9,1.2,1,2265,0.0,0.0,0.0,0.0,15.0,76.0,18.6,38.5,2.0,-4.7,129,20,175.4,4202.0,1137.8,3,2017,5,Good,5,7,1,1,7
1510.0,3,211.0,13,8720.7,3.0,32.19952,-84.26574,0,34.1,34,0.0,0.0,37.7,71.9,0.0,0.0,38.1,99.98999786,26.0,25.6,0.0,0.0,61.9,34.0,1.2,1,2265,0.0,0.0,0.0,0.0,15.0,76.0,18.6,38.5,2.0,-4.7,129,20,175.4,4202.0,1137.8,3,2017,5,Good,7,7,1,1,7
41240.0,3,131.9,59,5149.2,150.0,34.26419,-83.44757,0,37.1,10,0.0,0.0,36.4,44.0,0.0,0.0,36.7,99.98999786,16.0,7.5,0.0,0.0,57.0,34.0,1.2,1,61860,0.0,516.0,52.0,774.0,412.0,78.0,15.1,36.1,0.0,-5.9,115,59,157.05,4627.0,1252.83,9,2017,5,Good,7,8,1,1,7
1510.0,3,211.0,13,8720.7,3.0,32.19957,-84.26601,0,34.1,31,0.0,0.0,37.7,71.9,0.0,0.0,38.1,99.98999786,23.6,25.9,0.0,0.0,65.9,32.0,1.2,1,2265,0.0,0.0,0.0,0.0,15.0,76.0,18.6,38.5,2.0,-4.7,129,20,175.4,4202.0,1137.8,3,2017,5,Good,7,7,1,1,7
600.0,3,96.1,60,2838.4,4.0,31.1593,-84.65643,0,20.0,45,0.0,0.0,24.0,32.2,2.0,2.0,24.0,99.98999786,0.0,0.0,0.0,0.0,33.0,18.0,3.7,1,900,0.0,375.0,38.0,563.0,6.0,79.0,19.4,36.5,1.0,-2.9,127,10,172.44,4738.0,1381.25,3,2018,5,Fair,4,8,1,1,6
1800.0,3,81.0,62,2419.4,7.0,34.37971,-83.40056,0,24.0,15,0.0,0.0,23.6,26.9,2.0,2.0,24.0,99.98999786,0.0,0.0,0.0,0.0,73.0,44.0,6.2,1,2700,0.0,316.0,32.0,475.0,18.0,78.0,15.8,36.6,0.0,-5.0,115,52,145.32,4607.0,1283.64,8,2017,5,Good,7,6,1,1,7
1580.0,2,21.0,84,502.9,2.0,31.79805,-84.41865,0,24.0,0,0.0,0.0,35.8,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,62.9,37.9,24.2,1,2370,0.0,0.0,0.0,0.0,16.0,76.0,18.6,38.5,2.0,-4.7,129,20,175.4,4202.0,1137.8,3,2017,5,Good,7,7,1,1,7
41240.0,3,131.9,59,5149.2,150.0,34.26473,-83.44796,0,36.1,10,0.0,0.0,36.4,44.0,0.0,0.0,36.7,99.98999786,15.3,7.5,0.0,0.0,57.0,34.0,1.2,1,61860,0.0,516.0,52.0,774.0,412.0,78.0,15.1,36.1,0.0,-5.9,115,59,157.05,4627.0,1252.83,9,2017,5,Good,7,8,1,1,7
490.0,3,184.1,8,7970.9,1.0,33.64062,-83.70168,0,24.0,15,0.0,0.0,39.7,65.9,0.0,0.0,40.0,99.98999786,0.0,0.0,0.0,0.0,62.9,36.9,1.2,12,735,220.1,16280.0,1628.0,24420.0,59.0,76.0,17.2,37.8,0.0,-5.3,107,36,159.51,4474.0,1115.61,7,2017,5,Good,8,8,1,1,7
240.0,3,28.9,75,577.8,1.0,32.32994,-84.21669,0,20.0,0,0.0,0.0,31.8,8.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,9.9,1,360,0.0,113.0,11.0,170.0,2.0,77.0,17.9,37.9,1.0,-5.1,121,25,171.99,4528.0,1072.98,11,2018,5,Good,6,8,0,0,7
300.0,3,32.2,36,643.5,5.0,31.68941,-84.45987,0,20.0,0,0.0,0.0,29.9,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,3.1,1,450,0.0,0.0,0.0,0.0,3.0,76.0,19.2,37.6,2.0,-3.8,121,13,173.91,4163.0,1241.28,3,2017,5,Fair,6,8,0,0,6
960.0,3,23.0,54,459.6,0.0,34.57026,-83.32256,0,20.0,30,0.0,0.0,23.3,6.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,1.2,1,1440,0.0,90.0,9.0,135.0,10.0,78.0,15.8,36.6,0.0,-5.0,115,52,145.32,4607.0,1283.64,1,2019,5,Good,7,6,0,0,7
4750.0,3,21.0,52,564.9,0.0,34.56936,-83.323,0,26.9,15,0.0,0.0,25.3,5.9,5.9,0.7,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,1.9,1,7125,0.0,82.0,8.0,123.0,48.0,78.0,15.8,36.6,0.0,-5.0,115,52,145.32,4607.0,1283.64,1,2019,5,Good,7,6,0,0,7
1400.0,2,21.0,62,585.6,6.0,34.36693,-83.40671,0,27.9,0,0.0,0.0,31.5,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,110.1,110.1,3.7,1,2100,0.0,82.0,8.0,123.0,14.0,78.0,15.8,36.6,0.0,-5.0,115,52,145.32,4607.0,1283.64,8,2017,5,Good,7,6,0,0,7
3850.0,2,29.9,61,832.6,20.0,34.18213,-83.48278,0,27.9,45,0.0,0.0,37.7,14.1,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,65.9,39.9,1.9,1,5775,0.0,117.0,12.0,176.0,39.0,77.0,16.4,36.6,0.0,-5.6,111,43,157.92,4521.0,1263.46,9,2018,5,Fair,6,5,1,1,6
1750.0,3,29.9,84,715.0,12.0,31.47853,-84.53941,0,24.0,0,0.0,0.0,33.8,8.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,47.0,28.0,1.9,1,2625,0.0,117.0,12.0,176.0,18.0,76.0,19.2,37.6,2.0,-3.8,121,13,173.91,4163.0,1241.28,1,2019,5,Good,6,8,1,1,7
490.0,2,21.0,8,502.9,3.0,33.71765,-83.67171,0,24.0,15,0.0,0.0,30.5,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,6.2,1,735,24.9,1850.0,185.0,2775.0,5.0,76.0,17.2,37.8,0.0,-5.3,107,36,159.51,4474.0,1115.61,7,2017,5,Good,6,8,1,1,8
3210.0,6,779.9,16,36843.5,17.0,33.30618,-83.83657,0,27.9,0,0.0,0.0,44.0,129.9,0.0,0.0,44.0,99.98999786,0.0,0.0,0.0,0.0,60.0,35.9,28.0,1,4815,0.0,3048.0,305.0,4571.0,32.0,76.0,17.2,37.8,0.0,-5.3,107,36,159.51,4474.0,1115.61,5,2018,5,Good,7,9,1,1,7
41240.0,6,204.1,59,9172.3,150.0,34.2619,-83.4506,0,37.1,0,0.0,0.0,42.0,34.1,0.0,0.0,42.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,1.2,1,61860,0.0,797.0,80.0,1196.0,412.0,78.0,15.1,36.1,0.0,-5.9,115,59,157.05,4627.0,1252.83,10,2017,5,Good,7,7,1,1,7
41240.0,6,204.1,59,9172.3,150.0,34.26234,-83.45113,0,37.1,0,0.0,0.0,41.7,34.1,0.0,0.0,42.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,1.2,1,61860,0.0,797.0,80.0,1196.0,412.0,78.0,15.1,36.1,0.0,-5.9,115,59,157.05,4627.0,1252.83,10,2017,5,Good,6,7,1,1,7
490.0,1,40.0,36,1037.4,2.0,33.9823,-83.56571,0,20.0,0,0.0,0.0,24.3,40.0,0.0,0.0,24.6,99.98999786,0.0,0.0,0.0,0.0,40.9,23.9,5.0,1,735,0.0,156.0,16.0,234.0,5.0,77.0,16.4,36.6,0.0,-5.6,111,43,157.92,4521.0,1263.46,3,2017,5,Fair,6,6,1,1,6
